Ticker,Name,Exchange
EVSI,Envision Solar International Inc,OTCBB
EVST,Everlast Worldwide Inc,
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,NYSE
EVTC,Evertec Inc,NYSE
EVTN,Enviro Voraxial Technology Inc,OTC
EVV,Eaton Vance LTD Duration Income Fund,NYSE MKT
EVVV,Ev3 Inc,
EVY,Eaton Vance New York Municipal Income Trust,NYSE MKT
EW,Edwards Lifesciences Corp,NYSE
EWBC,East West Bancorp Inc,NASDAQ
EWEB,Vortex Resources Corp,
EWF,Aberdeen Global Select Opportunities Fund Inc,
EWRL,Cirque Energy Inc,OTC
EWRX,DLD Group Inc,
EWSI,Ewaste Systems Inc,OTC
EWST,Gas Natural Inc,OTCBB
EWTC,Etrials Worldwide Inc,
EXA,Exa Corp,NASDAQ
EXAC,Exactech Inc,NASDAQ
EXAD,Experience Art & Design Inc,OTCBB
EXAM,Examworks Group Inc,NYSE
EXAR,Exar Corp,NYSE
EXAS,Exact Sciences Corp,NASDAQ
EXBD,Corporate Executive Board Co,NYSE
EXBT,Midgardxxi Inc,
EXBX,Exobox Technologies Corp,OTC
EXC,Exelon Corp,NYSE
EXCS,Execute Sports Inc,
EXD,Eaton Vance Tax-advantaged Bond & Option Strategies Fund,NYSE
EXE,Crexendo Inc,NYSE MKT
EXEE,Exe Technologies Inc,
EXEL,Exelixis Inc,NASDAQ
EXG,Eaton Vance Tax-managed Global Diversified Equity Income Fund,NYSE
EXGP,Dephasium Corp,
EXH,Exterran Holdings Inc,NYSE
EXJF,Hawthorn Bancshares Inc,
EXL,Excel Trust Inc,NYSE
EXLA,Helmer Directional Drilling Corp,OTC
EXLN,Object Design Inc,
EXLP,Exterran Partners LP,NASDAQ
EXLS,Exlservice Holdings Inc,NASDAQ
EXLT,Exult Inc,
EXNT,Enxnet Inc,OTC
EXOU,Exousia Advanced Materials Inc,OTC
EXP,Eagle Materials Inc,NYSE
EXPD,Expeditors International Of Washington Inc,NASDAQ
EXPE,Expedia Inc,NASDAQ
EXPE,Expedia Inc,NASDAQ
EXPO,Exponent Inc,NASDAQ
EXPR,Express Inc,NYSE
EXR,Extra Space Storage Inc,NYSE
EXTI,Extensions Inc,OTC
EXTR,Extreme Networks Inc,NASDAQ
EXX,Exx Inc,
EXXI,Energy XXI Bermuda LTD,NASDAQ
EY,Ethyl Corp,
EYE,Visx Inc,
EYE,Advanced Medical Optics Inc,NYSE
EYET,Eyetech Pharmaceuticals Inc,
EYII,Eyi Industries Inc,OTC
EYNO,Entergy New Orleans Inc,NYSE
EYSE,Easy Energy Inc,
EYTC,Energytec Inc,
EZEN,Ezenia Inc,
EZEO,Panglobal Brands Inc,
EZJR,Ezjr Inc,OTCBB
EZM,E-z-em Inc,NYSE ARCA
EZMM,Eugene Science,
EZPW,Ezcorp Inc,NASDAQ
F,Ford Motor Co,NYSE
FA,Fairchild Corp,
FAB,Firstfed America Bancorp Inc,NYSE ARCA
FAC,First Acceptance Corp,NYSE
FAC,Fac Propertys LLC,NYSE
FACE,Physicians Formula Holdings Inc,NASDAQ
FACT,Gleacher & Company Inc,
FACT,Facet Biotech Corp,NASDAQ
FADI,Total First Aid Inc,
FADV,First Advantage Corp,
FAF,First American Financial Corp,NYSE
FAIM,Dynabazaar Inc,
FALC,Falconstor Software Inc,NASDAQ
FAM,First Trust,NYSE
FAME,Flamemaster Corp,OTC
FANG,Diamondback Energy Inc,NASDAQ
FAOO,Children S Books & Toys Inc,
FARE,World Moto Inc,OTCBB
FARM,Farmer Brothers Co,NASDAQ
FARO,Faro Technologies Inc,NASDAQ
FASC,First American Scientific Corp,OTC
FAST,Fastenal Co,NASDAQ
FASV,First American Silver Corp,OTC
FATE,Fate Therapeutics Inc,NASDAQ
FATS,Firearms Training Systems Inc,
FAV,First Trust Dividend & Income Fund,NYSE
FAVS,First Aviation Services Inc,OTC
FAX,Aberdeen Asia-pacific Income Fund Inc,NYSE MKT
FB,Facebook Inc,NASDAQ
FBBC,First Bell Bancorp Inc,
FBBI,Florida Business Bancgroup Inc,
FBC,Flagstar Bancorp Inc,NYSE
FBCE,Fibercore Inc,OTC
FBCI,Fidelity Bancorp Inc,OTC
FBCP,Franklin Bancorp Inc MI,OTC
FBEI,First Bancorp Of Indiana Inc,
FBF,Fleetboston Financial Corp,
FBFS,Firstbank Financial Services Inc,OTC
FBGC,First Banking Center Inc,
FBGI,First Shares Bancorp Inc,
FBGO,Firstbingo Com,
FBHS,Fortune Brands Home & Security Inc,NYSE
FBIZ,First Business Financial Services Inc,NASDAQ
FBIZ,First Business Financial Services Inc,NASDAQ
FBMI,Firstbank Corp,NASDAQ
FBMS,First Bancshares Inc,NASDAQ
FBMT,First National Bancshares Inc,
FBN,Furniture Brands International Inc,NYSE
FBNC,First Bancorp,NASDAQ
FBNK,First Connecticut Bancorp Inc,NASDAQ
FBNKN,First Banks Inc,
FBNW,Firstbank NW Corp,
FBOR,Saker Aviation Services Inc,
FBP,First Bancorp,NYSE
FBR,Arlington Asset Investment Corp,NYSE
FBRC,FBR & Co,NASDAQ
FBSI,First Bancshares Inc,OTC
FBSS,Fauquier Bankshares Inc,NASDAQ
FBTC,First Banctrust Corp,
FBTX,Franklin Bank Corp,NYSE MKT
FC,Franklin Covey Co,NYSE
FCAL,First California Financial Group Inc,
FCAP,First Capital Inc,NASDAQ
FCB,Falmouth Bancorp Inc,
FCBC,First Community Bancshares Inc,NASDAQ
FCBI,Frederick County Bancorp Inc,OTC
FCBN,First Citizens Bancorporation Inc,OTC
FCBQ,FC Banc Corp,
FCBS,First Century Bankshares Inc,OTCBB
FCBX,First Capital Bancorp Inc,
FCCE,Future Canada China Environment Inc,
FCCG,Fog Cutter Capital Group Inc,OTC
FCCO,First Community Corp,NASDAQ
FCCY,1ST Constitution Bancorp,NASDAQ
FCDH,Adatom Com Inc,
FCEA,Forest City Enterprises Inc,NYSE
FCEC,First Chester County Corp,NASDAQ
FCEL,Fuelcell Energy Inc,NASDAQ
FCEN,1ST Centennial Bancorp,
FCF,First Commonwealth Financial Corp,NYSE
FCFC,Firstcity Financial Corp,
FCFK,First Chesapeake Financial Corp,
FCFL,First Community Bank Corp Of America,
FCFN,Icp Solar Technologies Inc,
FCFS,First Cash Financial Services Inc,NASDAQ
FCGD,First Colombia Gold Corp,OTC
FCGI,First Consulting Group Inc,
FCH,Felcor Lodging Trust Inc,NYSE
FCHL,Energy Quest Inc,
FCI,First Carolina Investors Inc,
FCIC,FCCC Inc,OTC
FCL,Alpha Natural Resources Inc,NYSE
FCLF,First Clover Leaf Financial Corp,NASDAQ
FCM,First Trust,NYSE MKT
FCMM,First Commerce Corp,
FCN,Fti Consulting Inc,NYSE
FCNCA,First Citizens Bancshares Inc,NASDAQ
FCO,Aberdeen Global Income Fund Inc,NYSE MKT
FCON,Financialcontent Inc,
FCP,Falcon Products Inc,
FCPC,Aperture Health Inc,
FCPG,First China Pharmaceutical Group Inc,OTC
FCPL,QKL Stores Inc,NASDAQ
FCPN,First Capital International Inc,OTC
FCPO,Factory Card & Party Outlet Corp,
FCPS,Fulucai Productions LTD,OTC
FCRM,Franklin Credit Management Corp,OTC
FCS,Fairchild Semiconductor International Inc,NASDAQ
FCSC,Fibrocell Science Inc,NYSE MKT
FCSC,Franklin Credit Holding Corp,NYSE MKT
FCSE,Focus Enhancements Inc,
FCSH,Veridigm Inc,
FCT,First Trust Senior Floating Rate Income Fund II,NYSE
FCTOA,Fact Corp,OTC
FCTR,First Charter Corp,
FCTY,1ST Century Bancshares Inc,NASDAQ
FCVA,First Capital Bancorp Inc,NASDAQ
FCX,Freeport Mcmoran Copper & Gold Inc,NYSE
FCZA,First Citizens Banc Corp,NASDAQ
FD,Macys Inc,
FDBC,Fidelity D & D Bancorp Inc,OTC
FDC,First Data Corp,
FDCC,Factual Data Corp,
FDEF,First Defiance Financial Corp,NASDAQ
FDEI,Fidelis Energy Inc,OTC
FDFT,Henya Food Corp,OTC
FDI,Fort Dearborn Income Securities Inc,NYSE
FDML,Federal Mogul Corp,NASDAQ
FDMLQ,Federal Mogul Corp,
FDNX,4-D Neuroimaging,
FDO,Family Dollar Stores Inc,NYSE
FDP,Fresh Del Monte Produce Inc,NYSE
FDRA,Cecors Inc,
FDRY,Foundry Networks LLC,
FDS,Factset Research Systems Inc,NYSE
FDT,Federal Trust Corp,NYSE ARCA
FDTC,Fundstech Corp,OTC
FDUS,Fidus Investment Corp,NASDAQ
FDX,Fedex Corp,NYSE
FE,Firstenergy Corp,NYSE
FED,Templeton Funds Retirement Annuity Separate Account,
FED,Firstfed Financial Corp,
FEEC,Far East Energy Corp,OTC
FEED,Agfeed Industries Inc,NASDAQ
FEEL,Intelligent Living Inc,OTC
FEGR,Friendly Energy Exploration,OTC
FEGY,Marilynjean Interactive Inc,
FEI,First Trust MLP & Energy Income Fund,NYSE
FEIC,Fei Co,NASDAQ
FEIM,Frequency Electronics Inc,NASDAQ
FELE,Franklin Electric Co Inc,NASDAQ
FELI,Fansteel Inc,OTC
FEMO,Actis Global Ventures Inc,
FEN,First Trust Energy Income & Growth Fund,NYSE MKT
FENO,Ranger Gold Corp,
FEO,First Trust,NYSE
FEP,Franklin Electronic Publishers Inc,NYSE ARCA
FEPI,First Equity Properties Inc,
FES,Forbes Energy Services LTD,NASDAQ
FESI,Freedom Environmental Services Inc,
FESX,First Essex Bancorp Inc,
FET,Forum Energy Technologies Inc,NYSE
FETM,Fentura Financial Inc,OTCBB
FEV,Eaton Vance National Municipal Income Trust,
FEYE,Fireeye Inc,NASDAQ
FF,Futurefuel Corp,NYSE
FFA,First Trust Enhanced Equity Income Fund,NYSE
FFBC,First Financial Bancorp,NASDAQ
FFBH,First Federal Bancshares Of Arkansas Inc,NASDAQ
FFBI,First Federal Bancshares Inc,
FFBK,Floridafirst Bancorp Inc,
FFBN,Flatbush Federal Bancorp Inc,
FFBZ,First Federal Bancorp Inc,
FFC,First Financial Corp,NYSE
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,NYSE
FFCH,First Financial Holdings Inc,
FFCO,Fedfirst Financial Corp,NASDAQ
FFCO,Fedfirst Financial Corp,NASDAQ
FFD,Morgan Stanley Frontier Emerging Markets Fund Inc,NYSE
FFDB,Firstfed Bancorp Inc,
FFDF,FFD Financial Corp,OTC
FFDH,Fortified Holdings Corp,
FFED,Fidelity Federal Bancorp,
FFEX,Frozen Food Express Industries Inc,NASDAQ
FFFC,Fastfunds Financial Corp,OTC
FFFD,North Central Bancshares Inc,
FFFL,Fidelity Bankshares Inc,
FFG,FBL Financial Group Inc,NYSE
FFGO,Fortress Financial Group Inc,
FFHH,FSF Financial Corp,
FFHS,First Franklin Corp,
FFI,Fortune Industries Inc,NYSE MKT
FFIC,Flushing Financial Corp,NASDAQ
FFIN,First Financial Bankshares Inc,NASDAQ
FFIS,1ST Financial Services Corp,OTC
FFIV,F5 Networks Inc,NASDAQ
FFKT,Farmers Capital Bank Corp,NASDAQ
FFKY,First Financial Service Corp,NASDAQ
FFLC,FFLC Bancorp Inc,
FFMH,First Farmers & Merchants Corp,OTC
FFN,Friendfinder Networks Inc,NASDAQ
FFNW,First Financial Northwest Inc,NASDAQ
FFRD,Fonefriend  Inc,
FFSW,First Federal Banc Of The Southwest Inc,
FFSX,First Federal Bankshares Inc,
FFWC,FFW Corp,OTC
FGB,First Trust Specialty Finance & Financial Opportunities Fund,NYSE
FGF,Sunamerica Focused Alpha Growth Fund Inc,NYSE
FGHH,Flagship Global Health Inc,
FGI,Sunamerica Specialty Series,NYSE
FGL,Fidelity & Guaranty Life,NYSE
FGLD,Focus Gold Corp,OTC
FGMG,Florida Gaming Corp,OTC
FGP,Ferrellgas Partners LP,NYSE
FGWC,5 G Wireless Communications Inc,
FGXI,FGX International Holdings LTD,NASDAQ
FHCC,First Health Group Corp,
FHCO,Female Health Co,NASDAQ
FHCS,Mega Media Group Inc,
FHHI,Fashion House Holdings Inc,
FHI,First Trust Strategic High Income Fund,NYSE
FHMS,Florham Consulting Corp,
FHN,First Horizon National Corp,NYSE
FHO,First Trust Strategic High Income Fund III,NYSE
FHRT,First Hartford Corp,OTC
FHRX,Sciele Pharma Inc,
FHWY,Fitt Highway Products Inc,OTC
FHY,First Trust Strategic High Income Fund II,NYSE
FI,Franks International NV,NYSE
FIBK,First Interstate Bancsystem Inc,NASDAQ
FIBR,Sorrento Networks Corp,
FICC,Fieldstone Investment Corp,
FICO,Fair Isaac Corp,NYSE
FIDM,China Auto Logistics Inc,NASDAQ
FIF,Financial Federal Corp,NYSE
FIF,First Trust Energy Infrastructure Fund,NYSE
FIFG,1ST Independence Financial Group Inc,
FIFS,First Investors Financial Services Group Inc,
FIG,Fortress Investment Group LLC,NYSE
FII,Federated Investors Inc,NYSE
FIIH,Fiic Holdings,
FIII,Amish Naturals Inc,
FIIM,Fortis Enterprises,
FILE,Filenet Corp,
FILM,Intelefilm Corp,
FIMG,Fischer Imaging Corp,
FINB,First Indiana Corp,
FIND,Findex Com Inc,OTC
FINL,Finish Line Inc,NASDAQ
FIO,Fusion-io Inc,NYSE
FIRE,Firepond Inc,NASDAQ
FIRE,Sourcefire Inc,NASDAQ
FIS,Fidelity National Information Services Inc,NYSE
FISH,Marlin Midstream Partners LP,NASDAQ
FISI,Financial Institutions Inc,NASDAQ
FISV,Fiserv Inc,NASDAQ
FIT,Fab Industries Trust,
FIT,Health Fitness Corp,NYSE
FITB,Third Bancorp Fifth,NASDAQ
FITI,Futureit Inc,OTC
FIVE,Five Below Inc,NASDAQ
FIX,Comfort Systems USA Inc,NYSE
FIZZ,National Beverage Corp,NASDAQ
FJC,Fedders Corp,NYSE
FKFS,First Keystone Financial Inc,
FKKY,Frankfort First Bancorp Inc,
FKLR,Seen On Screen TV Inc,
FKWL,Franklin Wireless Corp,OTC
FKYS,First Keystone Corp,OTCBB
FL,Foot Locker Inc,NYSE
FLA,Florida East Coast Industries Inc,
FLA,Florida East Coast Industries Inc,
FLAG,Flag Financial Corp,NYSE ARCA
FLB,First National Bankshares Of Florida Inc,NYSE
FLBK,Florida Banks Inc,
FLC,Flaherty & Crumrine Total Return Fund Inc,NYSE
FLCN,Falcon Financial Investment Trust,OTC
FLDM,Fluidigm Corp,NASDAQ
FLDR,Flanders Corp,
FLE,Fleetwood Enterprises Inc,
FLEX,Flextronics International LTD,NASDAQ
FLFL,First Litchfield Financial Corp,
FLIC,First Of Long Island Corp,NASDAQ
FLIP,FTS Group Inc,
FLIR,Flir Systems Inc,NASDAQ
FLL,Full House Resorts Inc,NASDAQ
FLLC,First Financial Bancorp,
FLM,Fleming Companies Inc,NYSE ARCA
FLME,Film & Music Entertainment Inc,
FLML,Flamel Technologies SA,NASDAQ
FLO,Flowers Foods Inc,NYSE
FLOW,Flow International Corp,NASDAQ
FLPB,Vist Financial Corp,
FLR,Fluor Corp,NYSE
FLRB,Florida Community Banks Inc,OTC
FLS,Flowserve Corp,NYSE
FLSCQ,Fgi Group Inc,OTC
FLST,Fuelstream Inc,OTC
FLT,Flight Safety Technologies Inc,NYSE
FLT,Fleetcor Technologies Inc,NYSE
FLTG,Matinee Media Corp,
FLTX,Fleetmatics Group PLC,NYSE
FLUG,Flurida Group Inc,OTCBB
FLUX,Flux Power Holdings Inc,OTC
FLWE,Fellows Energy LTD,
FLWS,1 800 Flowers Com Inc,NASDAQ
FLXE,Siena Technologies Inc,
FLXI,Flexiinternational Software Inc,OTC
FLXS,Flexsteel Industries Inc,NASDAQ
FLXT,Flexpoint Sensor Systems Inc,OTCBB
FLYR,Navigant International Inc,
FMAGX,Jeffrey Walter Heisey,
FMAO,Farmers & Merchants Bancorp Inc,OTCBB
FMAR,First Mariner Bancorp,OTCBB
FMBH,First Mid Illinois Bancshares Inc,OTCBB
FMBI,First Midwest Bancorp Inc,NASDAQ
FMBM,F&M Bank Corp,OTC
FMBN,F&M Bancorp,OTC
FMC,FMC Corp,NYSE
FMCB,Farmers & Merchants Bancorp,OTCBB
FMCC,Federal Home Loan Mortgage Corp,OTCBB
FMCO,FMS Financial Corp,
FMD,First Marblehead Corp,NYSE
FMER,Firstmerit Corp,NASDAQ
FMFC,First M&F Corp,NASDAQ
FMFK,First Montauk Financial Corp,
FMFP,First Community Financial Corp,OTC
FMI,Franklin Multi Income Trust,NASDAQ
FMI,Foundation Medicine Inc,NASDAQ
FMK,Fibermark Inc,NYSE ARCA
FMKT,Freemarkets Inc,
FMLY,Family Room Entertainment Corp,
FMMH,Fremont Michigan Insuracorp Inc,
FMN,Federated Premier Municipal Income Fund,NYSE
FMNB,Farmers National Banc Corp,NASDAQ
FMNG,First Transaction Management Inc,OTC
FMNL,Forum National Investments LTD,OTC
FMO,Fiduciary,NYSE
FMPX,T Bancshares Inc,
FMR,First Mercury Financial Corp,NYSE
FMRAX,Franklin Mutual Recovery Fund,
FMSB,First Mutual Bancshares Inc,
FMSLF,Falcon Media Services LTD,
FMST,Finishmaster Inc,
FMTB,Fairmount Bancorp Inc,OTC
FMXI,Foamex LP,
FMXI,Foamex International Inc,
FMY,First Trust Mortgage Income Fund,NYSE
FN,Fabrinet,NYSE
FNB,FNB Corp,NYSE
FNBF,FNB Financial Services Corp,
FNBG,FNB Bancorp,OTC
FNBP,FNB Corp,OTC
FNCB,First National Community Bancorp Inc,OTC
FNCN,Franks Nursery & Crafts Inc,
FNDM,Eastern Services Holdings Inc,OTC
FNDT,Fundtech LTD,
FNDW,Find The World Interactive Inc,
FNF,Fidelity National Financial Inc,NYSE
FNFG,First Niagara Financial Group Inc,NASDAQ
FNFI,First Niles Financial Inc,OTC
FNFN,Fifth Third Bank,
FNGC,Falcon Natural Gas Corp,
FNGN,Financial Engines Inc,NASDAQ
FNGP,Clicker Inc,
FNHC,Federated National Holding Co,NASDAQ
FNHI,Franchise Holdings International Inc,OTC
FNHM,FNBH Bancorp Inc,OTCBB
FNIN,Financial Industries Corp,
FNIS,Fidelity National Information Solutions Inc,
FNIX,Fonix Corp,
FNLC,First Bancorp Inc,NASDAQ
FNLY,Finlay Enterprises Inc,
FNMA,Federal National Mortgage Association Fannie Mae,OTCBB
FNP,Fifth & Pacific Companies Inc,NYSE
FNPR,First National Energy Corp,
FNRN,First Northern Community Bancorp,OTC
FNSC,First National Bancshares Inc,
FNSR,Finisar Corp,NASDAQ
FNSW,Farnsworth Bancorp Inc,
FNT,Fidelity National Financial Inc,NYSE
FNTN,Fantatech Inc,
FNVG,Finova Group Inc,
FNWV,First National Bankshares Corp,
FOB,Boyds Collection LTD,
FOBB,First Oak Brook Bancshares Inc,
FODL,Forster Drilling Corp,
FOE,Ferro Corp,NYSE
FOF,Cohen & Steers Closed-end Opportunity Fund Inc,NYSE
FOFI,First Opportunity Fund Inc,OTC
FOFN,Four Oaks Fincorp Inc,OTC
FOGC,Fortune Oil & Gas Inc,OTC
FOH,Fredericks Of Hollywood Inc,
FOH,Fredericks Of Hollywood Group Inc,
FOLD,Amicus Therapeutics Inc,NASDAQ
FONH,Fona Inc,
FONR,Fonar Corp,NASDAQ
FONU,Fonu2 Inc,OTC
FOODU,Vaughan Foods Inc,NASDAQ
FOOT,Foothill Independent Bancorp,
FORD,Forward Industries Inc,NASDAQ
FORM,Formfactor Inc,NASDAQ
FORR,Forrester Research Inc,NASDAQ
FOSI,Frontier Oilfield Services Inc,OTC
FOSL,Fossil Group Inc,NASDAQ
FOTB,First Ottawa Bancshares Inc,OTC
FOX,Fox Entertainment Group Inc,NASDAQ
FOXF,Fox Factory Holding Corp,NASDAQ
FOXH,Foxhollow Technologies Inc,
FPBN,1ST Pacific Bancorp,OTC
FPET,Freedom Petroleum Inc,OTCBB
FPF,First Philippine Fund Inc,NYSE
FPF,First Trust Intermediate Duration Preferred & Income Fund,NYSE
FPFC,First Place Financial Corp,
FPFX,Firstplus Financial Group Inc,
FPI,First Trust Tax-advantaged Preferred Income Fund,NYSE MKT
FPIC,Fpic Insurance Group Inc,
FPMI,Fluoropharma Medical Inc,OTCBB
FPO,First Potomac Realty Trust,NYSE
FPP,Edwards & Hamly Participations,NYSE MKT
FPP,Fieldpoint Petroleum Corp,NYSE MKT
FPRN,Faceprint Global Solutions Inc,
FPRX,Five Prime Therapeutics Inc,NASDAQ
FPT,Federated Premier Intermediate Municipal Income Fund,NYSE
FPU,Florida Public Utilities Co,
FPWR,Fountain Powerboat Industries Inc,NYSE MKT
FPXA,Fortune Natural Resources Corp,
FQVE,Dimi Telematics International Inc,
FR,First Industrial Realty Trust Inc,NYSE
FRA,Blackrock Floating Rate Income Strategies Fund Inc,NYSE
FRAF,Franklin Financial Services Corp,OTCBB
FRAN,Francescas Holdings Corp,NASDAQ
FRB,Floating Rate Income Strategies Fund II Inc,NYSE
FRBK,Republic First Bancorp Inc,NASDAQ
FRCCO,First Republic Preferred Capital Corp,
FRCN,Firemans Contractors Inc,OTC
FRCP,First Republic Corp Of America,
FRD,Friedman Industries Inc,NYSE MKT
FRDM,Friedmans Inc,OTC
FRED,Freds Inc,NASDAQ
FREE,Freeseas Inc,NASDAQ
FREVS,First Real Estate Investment Trust Of New Jersey,OTC
FRF,France Growth Fund Inc,NYSE
FRF,Fortegra Financial Corp,NYSE
FRFC,First Robinson Financial Corp,OTC
FRGA,Encore Clean Energy Inc,
FRGB,First Regional Bancorp,
FRGI,Fiesta Restaurant Group Inc,NASDAQ
FRGN,Fragrancenet Com Inc,
FRGO,Fargo Electronics Inc,
FRHV,Fresh Harvest Products Inc,OTC
FRK,Florida Rock Industries Inc,
FRLK,Forlink Software Corp Inc,
FRM,Furmanite Corp,NYSE
FRMC,Formcap Corp,OTC
FRME,First Merchants Corp,NASDAQ
FRMG,Ubiquity Broadcasting Corp,
FRMO,Frmo Corp,OTC
FRN,Friendly Ice Cream Corp,NYSE ARCA
FRNK,Franklin Financial Corp,NASDAQ
FRNS,Fibertower Corp,
FRNT,Frontier Airlines Inc,
FRNT,Frontier Airlines Holdings Inc,
FROT,Falconridge Oil Technologies Corp,OTCBB
FROZ,Frozen Food Gift Group Inc,OTC
FRP,Fairpoint Communications Inc,NASDAQ
FRPD,First Responder Products Inc,
FRPT,Force Protection Inc,NASDAQ
FRS,Frischs Restaurants Inc,NYSE MKT
FRSH,Fresh Brands Inc,
FRT,Federal Realty Investment Trust,NYSE
FRT,Franklin Floating Rate Trust,NYSE
FRTR,Fraternity Community Bancorp Inc,OTCBB
FRX,Forest Laboratories Inc,NYSE
FRXT,Fuer International Inc,
FRYP,Medient Studios Inc,
FRZ,Reddy Ice Holdings Inc,NYSE
FRZR,Frezer Inc,
FSAC,Spectral Capital Corp,
FSBC,1ST State Bancorp Inc,OTCBB
FSBC,FSB Community Bankshares Inc,OTCBB
FSBI,Fidelity Bancorp Inc,
FSBK,First South Bancorp Inc,NASDAQ
FSBK,First South Bancorp Inc,NASDAQ
FSBW,FS Bancorp Inc,NASDAQ
FSC,Fifth Street Finance Corp,NASDAQ
FSCI,Fisher Communications Inc,NASDAQ
FSCR,Federal Screw Works,OTC
FSD,First Trust High Income Long,NYSE
FSDB,1ST United Bancorp Inc,NASDAQ
FSFF,First Securityfed Financial Corp,OTC
FSFG,First Savings Financial Group Inc,NASDAQ
FSFR,Fifth Street Senior Floating Rate Corp,NASDAQ
FSGI,First Security Group Inc,NASDAQ
FSH,Fisher Scientific International Inc,
FSI,Flexible Solutions International Inc,NYSE MKT
FSII,Fsi International Inc,
FSL,Freescale Semiconductor Inc,NYSE
FSL,Freescale Semiconductor LTD,NYSE
FSLA,First Sentinel Bancorp Inc,
FSLK,First Security Bancorp Inc,
FSLR,First Solar Inc,NASDAQ
FSM,Foodarama Supermarkets Inc,NYSE
FSMO,Fortissimo Acquisition Corp,
FSN,Fusion Telecommunications International Inc,NYSE MKT
FSNM,First State Bancorporation,
FSNR,Freestone Resources Inc,OTC
FSOR,First Source Data Inc,
FSP,Franklin Street Properties Corp,NYSE MKT
FSPI,First Surgical Partners Inc,
FSPS,Federal Security Protection Services Inc,
FSPT,Media Analytics Corp,
FSPX,Five Star Products Inc,
FSR,Flagstone Reinsurance Holdings SA,NYSE
FSRC,Rahaxi Inc,
FSRL,First Reliance Bancshares Inc,OTCBB
FSS,Federal Signal Corp,NYSE
FSSTQ,Fastnet Corp,
FST,Forest Oil Corp,NYSE
FSTC,Fastclick Inc,OTC
FSTF,First State Financial Corp,OTC
FSTH,First Southern Bancshares Inc,OTC
FSTR,Foster L B Co,NASDAQ
FSTWC,Firstwave Technologies Inc,
FSVP,Guideline Inc,
FSYI,Freehand Systems International Inc,
FSYS,Fuel Systems Solutions Inc,NASDAQ
FT,Franklin Universal Trust,NYSE
FTBK,Frontier Financial Corp,OTC
FTCG,First Colonial Group Inc,
FTD,FTD Group Inc,NASDAQ
FTD,FTD Companies Inc,NASDAQ
FTDI,FTD Inc,
FTEK,Fuel Tech Inc,NASDAQ
FTF,Franklin Templeton LTD Duration Income Trust,NYSE MKT
FTFC,First Federal Capital Corp,
FTG,Indian Hill Holdings Corp,
FTGC,Slap Inc,NASDAQ
FTGI,Finotec Group Inc,OTC
FTGLF,Flag Telecom Group LTD,
FTGX,Fibernet Telecom Group Inc,
FTHR,Featherlite Inc,
FTI,FMC Technologies Inc,NYSE
FTK,Flotek Industries Inc,NYSE
FTLF,Fitlife Brands Inc,OTC
FTNT,Fortinet Inc,NASDAQ
FTO,Frontier Oil Corp,
FTPI,Power Air Corp,
FTR,Frontier Communications Corp,NASDAQ
FTRS,Foothills Resources Inc,
FTS,Footstar Inc,
FTSB,First Sentry Bancshares Inc,OTC
FTT,Federated Enhanced Treasury Income Fund,NYSE
FTUS,Factory 2 U Stores Inc,
FTWV,Fitwayvitamins Inc,
FU,Fab Universal Corp,NYSE MKT
FUEL,SMF Energy Corp,NASDAQ
FUEL,Rocket Fuel Inc,NASDAQ
FUGO,Fuego Entertainment Inc,
FUL,Fuller H B Co,NYSE
FULB,Fulton Bancshares Corp,
FULL,Full Circle Capital Corp,NASDAQ
FULO,Fullnet Communications Inc,OTC
FULT,Fulton Financial Corp,NASDAQ
FUN,Cedar Fair LP,NYSE
FUNC,First United Corp,NASDAQ
FUND,Royce Focus Trust Inc,NASDAQ
FUQI,Fuqi International Inc,NASDAQ
FUR,Winthrop Realty Trust,NYSE
FURA,Furia Organization Inc,
FURX,Furiex Pharmaceuticals Inc,NASDAQ
FUSA,K2 Licensing & Promotions  Inc,
FUTR,Ifx Corp,
FUTU,Future Healthcare Of America,OTC
FVCCQ,US Dry Cleaning Corp,
FVD,First Trust Exchange-traded Fund,NYSE ARCA
FVE,Five Star Quality Care Inc,NYSE
FVI,First Trust Exchange-traded Fund,NYSE ARCA
FVL,First Trust Exchange-traded Fund,NYSE ARCA
FVLY,First Valley Bancorp Inc,
FVRG,Forevergreen Worldwide Corp,OTCBB
FWBW,First Manitowoc Bancorp Inc,
FWFC,First Washington Financial Corp,
FWGO,Cyclone Uranium Corp,
FWLT,Foster Wheeler AG,NASDAQ
FWM,Fairway Group Holdings Corp,NASDAQ
FWRD,Forward Air Corp,NASDAQ
FWSI,Frac Water Systems Inc,OTC
FWTC,Agent155 Media Corp,
FWV,First West Virginia Bancorp Inc,NYSE MKT
FX,FX Alliance Inc,NYSE
FXBY,Foxby Corp,OTC
FXCB,Fox Chase Bancorp Inc,NASDAQ
FXCB,Fox Chase Bancorp Inc,NASDAQ
FXCM,FXCM Inc,NYSE
FXE,Currencyshares Euro Trust,NYSE ARCA
FXEN,FX Energy Inc,NASDAQ
FXGP,Secure Technologies Group Inc,
FXNC,First National Corp,OTC
FXPT,Fox Petroleum Inc,OTC
FXRE,Circle Entertainment Inc,NASDAQ
FYHH,Family Home Health Services Inc,
FYR,Sapphire Industrials Corp,NYSE MKT
FZN,Cuisine Solutions Inc,NYSE MKT
